jid,lid
15423,343
7740,83
14899,343
26038,404
35312,280
15862,390
30306,83
13964,65
32725,110
13776,14
15956,25
16109,267
6434,47
35710,326
22523,373
9887,331
24039,404
30300,268
32977,331
35990,343
2837,14
34146,254
25591,65
4493,25
10959,321
19233,268
11743,403
18837,268
21910,331
12574,331
1187,168
33525,321
5171,88
23404,14
4450,328
10575,331
16120,25
18797,88
22586,321
9655,331
30068,268
30940,197
30408,336
24866,159
14522,369
14121,25
29,3
31734,243
28069,268
31142,331
25204,154
19001,268
24295,343
11125,367
23360,65
41,13
30915,325
23612,286
19283,331
32216,367
12233,14
13889,25
12829,45
6599,248
30262,110
5143,268
31590,90
33527,343
24647,394
15784,52
3392,370
5627,88
32079,254
32404,14
17294,268
10241,404
16770,268
16374,268
7434,268
6066,135
8894,367
20504,13
26194,88
29160,254
5435,268
21868,404
19875,219
1661,343
20521,367
3119,369
11658,25
142,14
32568,14
34748,25
26002,268
345,373
17062,268
23236,133
7042,13
6073,151
16964,110
195,25
23285,25
5888,371
14539,268
8276,331
21636,404
32087,91
3210,83
5598,43
33881,66
9770,14
14627,88
26690,268
11426,25
15275,309
26166,268
25770,268
16830,268
883,25
29181,326
32517,25
12787,118
21397,14
32913,25
8570,404
21837,286
36749,47
3416,309
31754,39
3663,186
17846,326
3374,83
17947,378
5793,110
12114,25
19314,286
35794,268
32247,322
19652,281
32059,271
8375,286
18454,367
25964,110
19802,225
14995,268
23935,268
16500,110
20822,25
3821,371
35562,268
2740,268
18100,219
26226,268
28903,331
35650,88
33167,268
15825,321
12812,309
6637,219
23703,268
26320,280
10382,123
15635,197
32748,92
28854,65
16882,3
15189,110
21510,25
1477,309
21704,268
12764,268
12368,268
19858,133
15045,331
4888,367
16935,14
22188,88
21792,88
18987,25
33183,370
8395,133
13252,207
23995,268
20846,395
22398,83
22002,83
25455,367
5472,14
28166,14
5912,286
8436,107
21996,268
23796,58
10581,309
34067,309
21035,267
36307,371
35622,268
2356,254
33629,83
28219,25
19279,25
25318,254
26378,234
6887,343
3874,331
18755,25
1069,268
33099,268
22294,83
5293,429
2092,366
21770,83
25619,367
1099,110
7420,25
10097,88
5768,133
15503,404
33342,376
4077,286
17391,14
25610,254
31188,88
19443,25
16867,14
25370,13
21724,88
3603,403
10301,268
1361,268
35247,367
2425,367
25911,367
14035,13
20121,88
14532,65
2039,331
16524,25
24353,110
2823,413
30431,267
18667,154
36119,269
3593,65
4713,96
13328,336
26683,65
5585,25
5590,369
8658,88
29511,297
17260,66
26302,373
15887,343
13426,90
18223,113
20368,315
24059,13
23775,254
2589,367
16816,25
8029,267
8466,268
31845,371
31160,268
1411,331
590,367
27386,343
23680,367
26990,343
32620,367
36660,219
3697,14
9202,309
11442,371
19697,268
25674,373
13246,280
6031,88
57,254
15324,14
10948,213
8758,268
25191,404
11039,331
17381,369
8523,371
23446,321
24667,404
14211,373
20276,325
36764,168
12989,65
32388,367
2309,326
6046,369
3465,14
13728,404
13332,404
18392,83
2399,219
36294,404
11053,387
24220,65
11589,367
29285,88
17862,268
17029,267
17466,268
9794,197
34293,331
6533,83
16156,113
29227,83
12697,14
14749,25
29093,268
27247,133
34783,343
25447,343
25051,343
11355,321
21613,367
1630,14
3810,25
33223,13
1294,65
9164,151
5091,159
8828,202
3624,20
4212,190
32448,367
21801,14
12861,14
17718,88
24817,297
28573,390
31286,110
5730,267
27392,83
7313,22
11698,286
12914,25
15195,88
9221,254
24092,14
1926,133
32707,254
35608,25
32839,373
18794,197
621,322
12475,328
11014,4
1055,25
17882,88
15399,268
6459,268
29549,268
31450,110
21524,271
20751,321
31009,367
10630,14
10979,168
15487,88
33780,65
29055,110
29831,331
30227,331
35772,25
17690,268
19150,367
4420,88
16087,268
34796,123
6227,268
8211,367
10982,65
6257,110
27318,268
2522,113
32758,168
7243,326
16618,254
8459,65
5102,243
31489,14
18918,367
31838,168
26824,110
24601,25
30640,254
31801,286
4716,207
18532,331
20753,343
36272,324
5155,254
20026,14
20422,14
20086,65
16137,331
6025,110
22078,25
25531,309
5452,248
36422,268
36026,268
17067,238
32380,343
1709,390
5456,367
11579,297
10219,25
6228,65
7348,96
13234,83
17742,3
20419,66
31706,25
1520,87
25047,88
29661,404
36318,268
2295,83
4636,197
18480,117
28314,367
4966,331
19847,25
36220,110
25936,371
25540,371
17078,373
24855,268
26711,367
7640,96
26315,367
16979,367
6332,14
29422,14
34279,88
6863,404
6735,404
12996,268
11150,133
13392,268
19765,373
34489,83
24126,243
8623,14
17766,373
3958,110
4734,331
5130,331
3476,366
27003,367
2947,22
7460,286
24963,336
13447,325
25049,110
31766,25
7647,112
34047,88
22624,268
15585,110
20631,83
13556,268
11295,83
24084,367
18454,343
35567,238
3664,13
8490,20
19035,96
29243,25
20303,25
11409,370
17331,14
11557,268
11161,268
22980,88
25946,254
18258,404
26771,367
24231,13
15291,13
15728,14
17908,25
23947,254
35125,243
25213,110
8444,25
22788,268
7191,404
9467,123
27147,65
18019,14
14039,213
13750,110
11325,268
25893,219
36636,280
16020,14
3449,367
35479,367
7241,117
33101,371
32020,268
34697,331
25757,331
7620,113
20691,83
24540,367
24144,367
7138,369
14333,286
36647,65
26915,65
6609,25
6213,25
10062,309
10726,289
32376,88
35373,321
11617,268
30419,314
13077,367
36167,367
21041,88
8410,390
12491,243
9222,268
17597,267
8308,113
32473,371
30319,83
15071,373
20459,83
24308,367
35199,326
36751,14
36355,14
35634,254
21245,268
9916,83
24455,13
7435,309
13808,414
18326,268
18722,268
8990,268
20217,176
11667,331
34377,110
33843,176
14302,168
2041,3
16005,25
4489,14
4093,14
19062,309
21013,268
27711,133
1563,378
22473,367
25580,14
1758,65
22283,243
30437,88
20519,110
12511,90
9154,268
34486,403
13388,363
27863,123
11010,367
11669,3
9869,213
7551,268
7155,268
32542,110
27479,133
3566,96
9605,325
13774,25
4839,369
2258,14
35648,286
36468,25
6719,88
36864,25
3185,404
18386,268
10380,321
35025,280
699,286
10382,367
14073,65
25401,25
22388,13
25005,25
6882,267
7319,268
10280,90
12613,343
14660,10
3149,343
1683,429
10334,326
29627,232
30413,387
2550,14
19709,254
14850,107
14378,297
18550,268
5229,123
31029,326
33326,168
611,65
960,219
7617,83
4012,159
10674,367
2207,25
22680,13
23953,286
19228,331
22400,373
23520,404
28708,83
21178,65
24579,159
13834,25
28178,268
20688,403
1046,343
30459,331
10192,219
8934,254
22731,328
23758,168
19778,367
631,286
2811,297
19392,331
18996,331
10056,331
14326,83
21470,65
22542,25
5252,268
27550,268
25081,154
8496,378
31646,429
7621,151
25947,268
34565,25
3503,416
17355,197
21050,14
22834,25
23230,25
14484,268
17161,331
30727,280
18843,65
22411,107
30625,3
11767,25
28140,110
251,14
34862,369
3021,268
25715,268
26936,351
18235,367
7156,357
10604,297
10948,107
304,25
14151,216
23151,267
6184,197
3319,83
4095,304
5499,94
26013,83
6376,367
31744,159
20963,368
33695,118
7303,3
9087,14
7339,414
9483,14
2917,268
35343,268
31697,343
11339,113
27275,197
24410,83
24014,83
15227,325
3752,315
5216,156
7893,219
30634,65
9536,25
12213,88
12989,309
31566,45
29329,254
17505,90
24948,109
28644,151
3525,309
15416,197
28924,168
16004,367
19111,14
19171,65
19947,286
36328,232
12021,268
10175,133
2685,268
5758,331
5362,331
28454,404
3557,197
35111,268
35507,268
25587,217
6721,378
18016,198
18768,25
17424,286
24857,371
6916,65
7692,286
9700,25
26849,331
16168,367
4292,13
30395,25
36718,13
24132,88
24522,243
12709,268
35275,268
9502,390
36339,367
27399,367
19372,297
4207,90
2118,197
35557,331
31966,113
23812,268
7998,369
5477,65
10274,88
6201,96
28111,14
9750,88
810,88
414,88
12766,371
30163,25
19571,133
17771,343
20006,61
11167,113
13937,367
13541,367
34487,13
28164,25
19666,370
14468,3
18164,45
16708,65
10082,268
19101,369
16952,425
33333,371
1014,268
15582,219
17051,404
7761,25
10042,88
1888,243
17485,107
1296,331
7237,25
6841,25
15052,404
21709,268
23610,110
7481,385
17539,343
31005,88
25559,373
33336,268
1844,321
35617,331
8253,83
3399,280
3003,280
2766,367
2370,367
34400,367
15162,168
5537,65
25332,367
16469,25
5349,14
13700,373
21873,268
23774,110
29503,113
19484,83
2142,136
1402,326
3355,358
26044,14
10488,151
12780,403
4277,404
31549,309
12691,331
28723,123
15454,168
2534,367
17203,370
31501,268
976,110
1752,331
24355,213
34178,331
28339,133
17260,123
19648,83
2251,429
10465,325
22067,110
5298,25
25812,14
31065,88
22319,331
21923,331
12795,280
17272,133
11766,367
23813,14
25865,25
16529,25
17078,267
4137,343
12062,136
29276,83
32729,367
12746,14
3410,14
11233,254
12790,286
13530,96
28874,268
25783,373
34098,321
7362,396
1820,219
8081,83
20870,367
33105,65
3067,25
26553,25
32876,13
28834,88
17411,268
7947,268
14645,133
34278,107
12514,14
14694,25
3178,14
12954,286
21944,403
31319,331
29910,197
33022,188
30102,367
843,65
34389,96
17864,371
1582,404
1186,404
6246,83
28257,53
28940,83
20879,429
30497,115
24322,25
26999,88
6112,268
3474,133
28806,268
31767,90
35063,390
20930,367
35553,25
6200,88
10090,373
2999,25
16947,268
13697,343
33468,251
31038,65
21702,65
8006,43
30413,13
24090,25
21514,14
34262,297
6008,268
7909,110
8685,331
11302,343
32931,19
10575,14
10635,65
31485,3
12627,25
25020,309
35763,370
26823,370
3485,268
26575,268
17635,268
19536,110
20312,331
19916,331
33669,133
32419,29
19095,367
18699,367
28241,243
17441,402
31582,286
17537,110
17917,331
23858,25
15508,268
5776,268
4179,83
22255,25
8163,3
10403,65
6454,331
26739,268
438,271
9089,168
10396,25
3737,88
24344,268
16276,197
1738,88
1990,309
27031,268
7300,136
11000,297
35931,88
24508,268
15568,268
31316,301
5548,13
31651,25
31255,25
12649,268
36135,268
5693,367
63,343
17404,65
19396,25
22073,88
13133,88
28790,3
34136,268
33740,268
10328,25
23492,186
6090,188
7559,373
18973,107
11134,88
13343,83
5316,13
15238,110
36427,268
10948,83
9167,343
5461,367
14401,367
4005,387
10562,47
10942,268
19956,25
13297,88
26709,351
34193,371
1478,268
31662,133
886,356
27245,331
2441,315
2938,367
6670,66
18580,4
5608,13
14660,254
29195,65
25246,331
11550,309
33864,88
22004,267
11240,83
13105,268
9120,123
23936,176
20634,61
25928,136
27196,65
14565,367
29188,25
28792,25
11791,371
22529,88
25891,254
31469,88
14179,331
4843,331
32203,83
33672,268
35260,367
7371,271
6397,65
8389,25
4065,414
20782,309
31479,25
4937,343
22733,268
18563,343
3814,14
5994,25
9067,88
29480,25
18461,66
20338,268
27344,286
20458,370
2996,321
19377,267
10874,268
34649,371
33964,268
5175,107
23031,83
14970,429
17621,25
15105,65
2612,331
24530,110
23563,321
24485,367
23961,367
13505,336
10929,325
6163,369
20791,371
29442,268
32020,325
769,63
16082,168
17785,25
15209,14
24251,321
388,371
6797,133
34806,331
14828,322
10103,367
13398,65
12343,429
30423,113
24784,3
35964,65
32411,331
22299,110
25028,363
35735,13
28820,113
20270,268
36703,404
880,429
15030,429
1026,254
27017,25
18271,268
9331,268
7338,83
17310,267
10395,367
33881,367
23870,198
13502,14
15158,25
6808,268
11968,151
32575,331
26252,343
30770,197
22022,367
25189,65
4096,369
23449,326
7544,309
4531,297
29858,88
30634,309
33748,373
20716,331
34472,404
15669,133
10559,367
23533,404
15718,25
23009,404
32343,331
23403,331
34960,343
13719,25
16396,88
10554,373
6536,88
741,219
14557,343
553,168
20322,3
26359,159
16015,369
6868,268
23697,404
6344,268
19654,254
3661,390
8482,53
13487,25
16164,88
4345,268
18784,371
27435,268
34529,133
30112,331
15630,154
32539,219
4829,88
22666,14
16785,371
36859,88
18397,110
24718,25
18589,280
7032,268
10086,281
22345,373
35020,343
4643,83
31582,367
31186,367
25792,88
13779,25
25396,88
16456,88
16060,88
5033,268
33615,328
14752,6
29628,110
4757,370
1920,25
34346,25
22434,14
180,286
32210,286
16264,268
4807,83
35707,118
6830,110
22883,25
13989,370
10971,14
25164,88
27115,47
7478,331
36831,268
25502,83
631,343
29258,176
18267,13
27890,43
28569,331
34114,25
16032,268
6997,408
14039,83
10830,159
8552,367
20128,429
6747,233
23175,25
14429,268
7376,404
14033,268
30862,404
14153,370
4569,268
36599,268
33349,343
22593,20
6029,367
19780,96
13993,88
2570,268
19399,404
34600,268
25264,268
28337,331
26196,248
27120,367
18180,367
29831,14
30287,65
12246,309
25620,88
27177,120
14197,268
19637,168
9719,190
18327,13
3547,371
6508,193
11480,25
26490,321
35053,371
2338,268
5015,331
32522,133
15804,13
4004,243
7741,286
339,268
23825,268
35248,88
22515,113
15949,367
27660,65
1471,309
9196,14
14643,331
5703,331
28399,404
33063,83
17466,219
4090,367
36516,367
14892,254
29763,14
7201,133
9493,385
28887,343
25874,331
14795,321
987,88
27764,14
3664,151
11734,268
16697,14
16301,14
18877,25
21158,88
2641,403
795,268
12470,309
23361,268
30059,133
19715,343
3758,136
4966,14
7414,25
27491,13
21610,370
24039,331
28855,404
34829,238
1007,309
26318,321
13882,367
33123,83
25492,13
3279,286
6579,328
26369,286
36052,367
7129,14
10183,27
20926,88
22098,309
31038,309
2844,331
36629,378
13881,115
24717,367
16651,369
5190,65
23500,403
14997,404
6786,25
21526,268
14867,331
9325,154
29831,282
22497,176
32891,83
27005,96
33287,83
28273,25
25697,14
10191,268
12472,331
9271,268
7425,133
26100,404
28715,343
2187,367
36397,378
19628,293
27988,14
24779,90
14765,404
30362,268
35802,168
3248,168
34888,13
13418,367
31494,309
12972,280
33734,371
17589,113
20693,243
34509,367
8249,371
1955,367
21664,151
33727,331
19255,88
1113,280
1061,90
1173,331
777,331
30526,268
30922,268
22650,367
7920,88
18379,390
11414,373
33687,151
36020,404
35624,404
27613,113
21344,331
34277,367
25810,25
35586,297
24557,404
29646,47
32323,110
4142,394
28825,83
13228,219
10215,207
30690,268
8511,125
35049,65
16628,88
25921,14
30778,88
2638,373
22316,90
30972,331
19299,336
9731,13
3012,25
436,14
32141,254
31745,254
9835,336
25578,25
16832,268
28989,83
25283,107
7110,232
26256,88
12123,65
28983,268
30884,110
14115,25
18339,186
23941,414
12862,404
1327,343
35157,133
24417,343
5457,88
23690,14
26749,371
10861,331
36229,123
21355,65
257,25
23347,25
14407,25
28751,268
30652,110
3291,133
7121,367
23153,159
32055,429
12408,25
31766,326
33318,14
33667,168
20747,367
26356,268
2548,25
15733,309
15423,83
19905,280
19965,331
5087,154
14899,83
18655,176
18352,367
25446,232
20587,85
10721,297
22579,45
8195,403
21899,286
12028,154
3960,83
5429,268
35990,83
10723,343
21862,404
3376,32
12618,370
3826,268
18743,373
18516,367
713,25
21912,117
23803,25
30126,13
15057,268
14661,268
17734,331
6593,197
2176,395
36154,83
3048,324
7181,367
33669,190
24481,88
5623,110
24733,309
35872,370
31978,343
24295,83
9469,96
27748,367
30855,14
5963,151
26190,110
20643,343
32907,25
35526,83
6949,367
18525,429
1555,88
21572,25
12826,268
25897,238
778,396
7586,429
12786,88
30623,14
1363,268
3450,88
32803,25
14434,238
8460,404
24057,268
25476,366
25424,176
16181,367
5993,336
21736,25
34129,309
12990,268
24980,135
31410,20
1661,83
4718,367
28204,367
22414,88
22018,88
3936,331
36362,331
1131,268
32771,113
7504,373
7108,373
34179,22
27921,429
10555,88
1615,88
21410,390
28392,14
5505,373
29624,286
28595,373
14787,110
30816,385
30968,25
3510,115
19505,25
10570,369
22182,88
10759,268
10363,268
33453,268
3279,367
2883,367
22520,83
29283,343
34913,367
36336,207
5990,14
11243,88
2693,243
30642,390
9539,6
8042,25
36614,151
31132,25
10323,88
30736,25
13050,268
18344,343
5359,147
14510,367
23784,243
10655,268
35646,110
4548,90
4264,331
18020,404
31375,133
29575,343
34681,367
25741,367
24681,387
8334,25
22678,268
64,197
35352,13
29471,370
3038,254
3819,65
7616,159
8616,88
5811,25
5415,25
35464,254
22242,88
9647,47
13436,280
2417,321
18977,232
33415,110
34191,331
31782,268
25123,331
816,367
36537,65
2371,326
6108,369
12142,254
15043,25
8384,88
20736,371
31870,88
20447,268
22728,331
12045,321
31346,88
35135,321
17285,133
24282,65
567,13
11945,90
4814,343
4418,343
712,367
13692,219
32026,197
12718,13
10579,3
15340,369
188,367
3879,65
3691,14
5475,25
17488,88
22061,403
3498,373
20215,268
23176,90
25905,343
29155,268
21279,367
3872,25
31733,325
31842,268
11033,331
14729,373
14877,271
22447,65
9816,367
16910,232
33302,367
13608,117
24439,25
27116,88
1407,3
30528,371
94,331
27454,83
13722,404
28137,113
28923,268
34947,219
10984,65
12976,25
9963,13
3640,25
9679,254
9729,371
18380,268
871,373
19885,110
19596,7
34417,404
15991,83
7051,83
15614,133
26846,385
8988,336
13611,14
32674,367
12691,14
21733,321
6521,268
6125,268
734,260
10221,429
9825,429
30675,367
18622,151
36230,25
9975,373
17752,268
18148,268
25242,133
19212,367
9876,367
21452,429
26700,159
24895,25
4086,88
22319,14
33362,367
33835,25
8659,403
22759,286
18430,331
11583,343
2643,343
21311,197
11044,65
33079,429
36527,369
1520,14
22812,297
33550,14
27380,268
644,343
10267,373
11387,404
33753,373
35998,25
19900,367
23210,343
15577,200
22671,65
23791,96
33603,25
27340,88
29621,151
22290,373
31230,373
11211,363
21357,168
36618,83
31131,367
11148,14
7851,243
7259,331
18742,202
20450,403
30109,90
20885,331
17147,63
23501,118
31278,13
22775,14
25149,268
23839,113
2019,88
19856,14
8736,3
12874,390
18450,151
26664,47
5618,197
5810,367
6737,3
30952,378
9357,286
27342,110
13646,88
1015,390
23362,309
25313,268
17878,110
31290,373
18258,331
7575,321
13984,83
17437,367
34341,88
24877,88
3045,83
17962,188
36544,268
22006,159
23126,190
18021,14
23654,309
34793,370
2515,268
10737,25
27110,110
13414,88
31779,133
26669,367
29117,378
8738,25
32229,369
11415,88
29648,14
2079,88
34505,88
21148,286
34843,83
5206,387
27217,357
3442,254
80,88
19149,286
17352,13
19969,25
34709,268
7723,168
31943,133
11707,88
11183,88
34273,88
22850,268
7253,404
13514,268
26733,136
11521,83
3890,13
29998,369
9184,88
244,88
18477,14
28253,286
29597,25
9638,66
28344,404
14192,331
22810,88
26203,321
5408,90
2051,268
5124,331
339,325
9145,133
18880,404
34081,268
34477,268
3410,315
11475,88
52,268
7058,286
2729,331
8670,25
16485,404
19553,123
23142,268
26103,90
28436,343
32478,268
24602,367
12021,32
36324,254
29271,390
21836,232
408,88
10124,309
788,309
29365,25
20619,268
25779,151
30597,297
13139,367
32380,83
36229,367
1659,13
35833,367
2641,110
8962,25
32246,268
33118,197
4387,14
6567,25
17135,297
8919,328
176,88
14804,90
27530,25
10133,371
9068,47
34439,110
7455,83
1572,367
5424,168
2499,3
410,110
17476,159
6335,25
946,90
14814,404
5478,404
33521,186
1396,326
25642,14
27822,25
12037,110
27298,25
24397,254
24428,321
9216,268
15589,373
5570,343
10088,197
25649,404
32306,268
3517,107
20294,53
1736,367
21373,83
24826,367
13783,14
15963,25
22398,254
33664,90
954,331
6652,267
12965,321
13402,322
19374,83
21528,371
17197,343
2945,66
4500,25
27986,25
27590,25
30663,88
25470,65
18844,268
14674,343
5734,343
30605,83
4077,107
22294,254
25067,25
16127,25
32896,110
10058,331
30471,268
33148,331
31931,367
35226,65
22071,367
4755,143
9672,268
35441,404
12349,331
30373,83
10736,367
36500,159
22458,254
24015,286
26195,297
10350,331
9954,331
7149,268
28770,83
19306,83
16969,88
16573,88
10599,254
27428,390
35246,286
20172,197
17307,83
33592,321
25474,133
8600,254
23867,14
19840,367
2829,25
25127,25
36221,343
5844,83
14011,133
28538,83
7055,232
2773,66
28693,371
11291,373
19068,268
30685,331
24362,343
33159,65
27226,232
32971,14
35151,25
35591,297
31169,151
2597,25
19350,331
6050,309
5216,83
9065,367
1382,107
14505,267
21948,286
